351  17    7284;2537995.985;1174347.007;
351  17    7285;2537996.655;1174346.669;
351  17    7286;2538003.979;1174693.091;
351  17    7287;2537998.648;1174698.435;
351  17    7289;2537983.226;1174712.808;
351  17    7290;2537977.574;1174715.813;
351  17    7293;2537974.690;1174713.506;
351  17    7296;2537982.403;1174497.938;
351  17    7297;2538049.703;1174469.862;
351  17    7298;2538068.521;1174481.693;
351  17    7299;2537981.651;1174709.442;
351  17    7300;2538006.566;1174695.554;
351  17    7301;2537973.728;1174497.942;
351  17    7302;2537981.482;1174494.685;
351  17    7303;2538004.531;1174485.002;
351  17    7304;2538068.323;1174481.788;
351  17    7305;2538067.173;1174478.882;
351  17    7306;2538068.164;1174478.407;
351  17    7307;2538067.749;1174477.541;
351  17    7308;2538066.758;1174478.017;
351  17    9500;2538254.743;1174405.367;
351  17    9501;2538200.917;1174806.285;
351  17    9502;2538071.595;1174707.414;
351  17    9503;2538209.351;1174568.402;
351  17    9504;2538054.322;1174764.579;
351  17    9505;2538072.333;1174663.285;
351  17    9506;2538030.750;1174612.951;
351  17    9507;2538125.708;1174557.422;
351  17    9508;2537983.853;1174361.674;
351  17    9509;2538070.956;1174525.784;
351  17    9510;2538032.774;1174442.147;
351  17    9511;2537965.617;1174503.073;
351  17    9512;2537930.509;1174481.754;
351  17    9513;2538071.449;1174705.577;
351  17    9514;2538031.053;1174429.988;
351  17     269;2538077.161;1174684.155;
351  17     511;2538295.706;1174449.535;
351  17     512;2538295.803;1174451.019;
351  17     513;2538244.790;1174457.060;
351  17     514;2538243.354;1174459.632;
351  17     515;2538238.653;1174458.906;
351  17     516;2538238.476;1174456.882;
351  17     517;2538229.444;1174459.540;
351  17     518;2538230.446;1174461.822;
351  17     519;2538216.123;1174463.830;
351  17     520;2538217.066;1174465.618;
351  17     521;2538211.271;1174464.927;
351  17     522;2538210.922;1174463.324;
351  17     523;2538202.486;1174465.820;
351  17     524;2538202.985;1174467.668;
351  17     525;2538195.094;1174470.756;
351  17     526;2538194.043;1174468.969;
351  17     527;2538190.528;1174469.293;
351  17     528;2538190.522;1174470.840;
351  17     529;2538184.864;1174469.885;
351  17     530;2538184.389;1174468.449;
351  17     531;2538177.401;1174473.653;
351  17     532;2538176.739;1174472.236;
351  17     533;2538170.842;1174472.368;
351  17     534;2538170.323;1174473.830;
351  17     535;2538165.871;1174471.267;
351  17     536;2538166.490;1174469.601;
351  17     537;2538162.487;1174469.449;
351  17     538;2538162.268;1174471.204;
351  17     539;2538151.355;1174471.355;
351  17     540;2538152.207;1174473.477;
351  17     541;2538144.926;1174475.986;
351  17     542;2538144.940;1174474.606;
351  17     543;2538140.945;1174474.882;
351  17     544;2538140.090;1174473.388;
351  17     545;2538135.493;1174472.817;
351  17     546;2538135.860;1174475.058;
351  17     547;2538133.587;1174475.564;
351  17     548;2538132.253;1174472.791;
351  17     549;2538283.384;1174450.902;
351  17     550;2538276.385;1174449.935;
351  17     551;2538276.219;1174454.475;
351  17     552;2538274.115;1174451.642;
351  17     553;2538271.911;1174453.976;
351  17     554;2538268.635;1174455.065;
351  17     555;2538267.750;1174452.835;
351  17     556;2538263.527;1174456.679;
351  17     557;2538266.787;1174458.170;
351  17     558;2538258.687;1174459.583;
351  17     559;2538257.841;1174455.108;
351  17     560;2538254.675;1174457.643;
351  17     561;2538255.383;1174460.207;
351  17     562;2538248.382;1174463.324;
351  17     563;2538249.309;1174459.966;
351  17     564;2538289.323;1174454.032;
351  17     565;2538289.097;1174451.521;
351  17     566;2538283.632;1174453.562;
